strategy_entropy,avg_branching_factor,planning_anchor_intensity,uncertainty_anchor_intensity,unique_paths,question_id
2.722,1.8,0.0,0.0,7,674
1.771,1.75,0.1667,0.3333,5,675
2.322,2.0,0.0804,0.0,6,676
2.722,1.4,0.0,0.1222,7,677
2.722,1.429,0.0,0.3667,7,678
2.322,2.0,0.0,0.0,6,679
1.571,2.0,0.0,0.0,4,680
1.771,2.286,0.1131,0.2024,5,681
1.961,1.5,0.0,0.525,5,682
1.771,2.0,0.0,0.3889,5,683
2.371,1.75,0.1667,0.3333,6,684
1.961,1.571,0.0833,0.4,5,685
3.122,2.1,0.0611,0.0,9,686
2.161,2.929,0.1499,0.3344,6,687
1.357,1.571,0.0952,0.0476,4,688
2.646,2.0,0.0,0.0,7,689
1.157,2.0,0.0,0.0,3,690
0.922,2.0,0.0556,0.5,3,691
0.922,2.0,0.0,0.0,3,692
2.446,1.2,0.0,0.075,6,693
2.646,2.2,0.2,0.125,7,694
1.157,2.0,0.0,0.0,3,695
2.122,1.0,0.0893,0.1429,5,696
2.322,1.667,0.0,0.0833,6,697
2.922,2.375,0.075,0.0694,8,698
1.157,1.0,0.0,0.1667,3,699
2.846,2.75,0.006,0.6786,8,700
1.357,1.5,0.0,0.0,4,701
1.357,2.667,0.0,0.0,4,702
1.685,3.0,0.0,0.0,4,703
2.161,1.6,0.0,0.4167,6,704
1.771,2.0,0.1444,0.55,5,705
2.161,2.0,0.0,0.8667,6,706
2.446,2.0,0.0,0.0,6,707
2.522,1.333,0.2,0.5,7,708
2.161,2.0,0.0,0.425,6,709
3.122,2.333,0.0905,0.4667,9,710
1.571,3.0,0.0,0.0,4,711
1.371,0.0,0.0,0.0,3,712
0.922,2.0,0.0,0.0,3,713
2.522,1.846,0.0774,0.5682,7,714
1.571,1.333,0.0,0.5,4,715
2.371,1.714,0.2167,0.0444,6,716
0.469,1.0,0.0,0.0,2,717
2.846,2.571,0.0833,0.2262,8,718
2.522,2.375,0.0317,0.0476,7,719
2.646,1.0,0.0833,0.0,7,720
1.685,2.0,0.0,0.0,4,721
1.571,2.667,0.0,0.25,4,722
2.161,2.25,0.0833,0.0,6,723
2.161,3.143,0.0796,0.1889,6,724
0.0,0.0,0.0,0.0,1,725
0.0,0.0,0.0,0.0,1,726
1.157,3.0,0.0,0.0,3,727
2.171,2.0,0.0,0.5333,5,728
0.971,1.0,0.0,0.0,2,729
0.0,0.0,0.0,0.0,1,730
2.846,2.571,0.0556,0.0667,8,731
1.361,1.0,0.0,0.0,3,732
2.371,1.25,0.0333,0.0,6,733
2.646,1.444,0.1357,0.2723,7,734
1.571,1.667,0.3333,0.0833,4,735
1.771,2.5,0.0,0.225,5,736
2.522,1.857,0.0397,0.631,7,737
0.971,0.0,0.0,0.0,2,738
1.771,1.0,0.0,0.0,5,739
1.961,2.455,0.0298,0.2045,5,740
1.157,1.0,0.1667,0.0,3,741
1.357,1.5,0.0,0.3333,4,742
2.046,1.8,0.0,0.25,5,743
2.161,3.0,0.0,0.0,6,744
2.646,2.333,0.0759,0.1518,7,745
2.522,2.0,0.0,0.2361,7,746
2.846,2.0,0.0,0.2321,8,747
1.771,1.714,0.0,0.0,5,748
0.922,1.5,0.0,0.1667,3,749
1.361,2.0,0.0,0.0,3,750
3.122,2.857,0.0,0.0853,9,751
0.469,1.0,0.0,0.0,2,752
2.371,1.667,0.0,0.5,6,753
2.522,3.222,0.0536,0.5804,7,754
1.357,1.333,0.0,0.0,4,755
2.046,1.2,0.0,0.2,5,756
2.522,2.25,0.4167,0.25,7,757
1.0,0.0,0.0,0.0,2,758
1.685,1.25,0.0,0.0833,4,759
2.922,2.333,0.0312,0.1944,8,760
1.961,2.0,0.0,0.1786,5,761
1.961,1.857,0.0,0.2976,5,762
2.161,3.091,0.1046,0.2444,6,763
1.357,1.333,0.0794,0.0952,4,764
2.122,1.5,0.125,0.1,5,765
1.961,1.833,0.0,0.0833,5,766
0.0,0.0,0.0,0.0,1,767
1.771,1.5,0.3,0.0,5,768
1.771,2.286,0.0,0.0,5,769
1.771,2.5,0.0,0.0,5,770
1.771,1.6,0.075,0.0,5,771
2.846,2.053,0.1337,0.1227,8,772
2.646,2.75,0.0,0.1667,7,773
2.161,2.273,0.1745,0.4259,6,774
2.846,2.545,0.0697,0.2045,8,775
1.722,0.0,0.0,0.0,4,776
2.522,2.143,0.1013,0.1099,7,777
2.046,1.2,0.1065,0.2778,5,778
2.522,1.375,0.1667,0.0286,7,779
2.522,2.0,0.0,0.5417,7,780
0.0,0.0,0.0,0.0,1,781
1.761,1.0,0.0,0.0,4,782
1.357,2.5,0.1364,0.2377,4,783
3.122,2.25,0.0025,0.2576,9,784
1.771,2.0,0.15,0.35,5,785
0.0,0.0,0.0,0.0,1,786
2.646,1.833,0.1,0.55,7,787
1.357,0.0,0.0,0.0,4,788
1.961,1.833,0.2,0.1333,5,789
1.295,2.5,0.0,0.0,3,790
1.771,2.0,0.2083,0.2083,5,791
2.846,2.0,0.05,0.3,8,792
1.357,2.0,0.25,0.5,4,793
1.571,1.0,0.0,0.0,4,794
1.357,1.286,0.1833,0.6333,4,795
1.357,2.0,0.0,0.5,4,796
1.685,1.0,0.1833,0.45,4,797
1.361,1.0,0.0,0.0,3,798
1.571,1.8,0.1,0.0,4,799
1.685,1.0,0.0,0.0,4,800
2.322,2.143,0.0,0.4286,6,801
2.046,1.882,0.0345,0.3805,5,802
0.922,1.6,0.25,0.0,3,803
0.881,1.0,0.0,0.0,2,804
2.322,2.5,0.125,0.25,6,805
1.771,1.667,0.25,0.1444,5,806
0.922,1.444,0.0,0.1759,3,807
1.846,0.0,0.0,0.0,4,808
2.846,2.0,0.0,0.3333,8,809
2.161,2.0,0.3333,0.2083,6,810
3.322,3.0,0.129,0.2679,10,811
2.846,2.0,0.0,0.1667,8,812
1.771,2.571,0.0,0.119,5,813
2.846,2.556,0.1183,0.8036,8,814
2.722,2.053,0.0686,0.3148,7,815
0.922,1.5,0.0,0.0,3,816
0.469,1.0,0.0,0.0,2,817
2.446,2.0,0.0476,0.0,6,818
2.722,2.5,0.0,0.5,7,819
1.771,1.5,0.0,0.0,5,820
1.761,3.0,0.0,0.0,4,821
2.722,1.833,0.0,0.2667,7,822
2.446,2.25,0.05,0.0,6,823
1.571,1.75,0.0,0.0,4,824
1.357,1.429,0.15,0.2083,4,825
1.685,3.0,0.0,0.0,4,826
1.357,2.0,0.0833,0.25,4,827
0.469,1.75,0.0,0.6667,2,828
1.961,1.8,0.125,0.0833,5,829
3.322,2.812,0.0363,0.1713,10,830
3.322,2.778,0.154,0.2024,10,831
2.161,2.111,0.1429,0.1964,6,832
3.122,2.333,0.0357,0.6786,9,833
1.0,0.0,0.0,0.0,2,834
0.922,2.333,0.0,0.2222,3,835
1.485,2.0,0.0,0.0,3,836
1.571,1.0,0.0,0.0,4,837
2.322,1.75,0.0503,0.2063,6,838
1.157,0.0,0.0,0.0,3,839
1.961,2.0,0.0,0.0,5,840
2.122,1.0,0.0833,0.0,5,841
2.122,1.0,0.0,0.0,5,842
0.922,1.333,0.0,0.1667,3,843
0.922,1.9,0.0069,0.8056,3,844
0.469,1.5,0.0833,0.6667,2,845
3.122,1.667,0.0,0.0972,9,846
0.469,0.0,0.0,0.0,2,847
1.771,2.5,0.0,0.0,5,848
0.469,0.0,0.0,0.0,2,849
1.571,1.0,0.0,0.0,3,850
1.357,1.25,0.0,0.0,4,851
2.161,1.0,0.0,0.0167,6,852
1.357,1.667,0.0,0.1389,4,853
2.322,2.0,0.0,0.0,6,854
2.846,2.083,0.0091,0.3606,8,855
2.522,2.143,0.4333,0.3,7,856
0.922,0.0,0.0,0.0,3,857
0.0,0.0,0.0,0.0,1,858
0.971,1.0,0.0,0.0,2,859
2.161,1.5,0.0,0.0,6,860
2.446,1.857,0.0833,0.3,6,861
2.161,2.091,0.0364,0.3545,6,862
2.522,1.714,0.1667,0.0833,7,863
1.771,1.8,0.0,0.0595,5,864
2.046,1.25,0.0,0.125,5,865
2.846,2.231,0.0,0.2323,8,866
2.122,1.333,0.0,0.0,5,867
2.161,2.333,0.0,0.0,6,868
0.469,0.0,0.0,0.0,2,869
0.922,1.0,0.0,0.0,3,870
1.771,1.8,0.2583,0.025,5,871
2.161,2.182,0.1341,0.2409,6,872
2.722,1.8,0.0,0.125,7,873
1.571,1.0,0.0,0.1111,4,874
1.357,1.0,0.0,0.0,4,875
3.122,2.0,0.0365,0.6729,9,876
2.446,1.0,0.0,0.0,6,877
1.771,1.25,0.0,0.0,5,878
1.357,1.667,0.0,0.0,4,879
2.922,2.0,0.0,0.0,8,880
0.0,0.0,0.0,0.0,1,881
0.0,0.0,0.0,0.0,1,882
2.161,1.5,0.0,0.075,6,883
2.322,2.0,0.0,0.7083,6,884
2.122,1.5,0.0,0.0,5,885
2.646,2.4,0.0,0.2667,7,886
0.469,1.333,0.5,0.5,2,887
0.922,1.5,0.0,0.8333,3,888
1.771,1.667,0.05,0.2,5,889
1.685,2.0,0.0,0.0,4,890
3.122,2.5,0.1034,0.2802,9,891
1.357,1.8,0.0,0.1833,4,892
1.771,1.25,0.1667,0.5,5,893
1.961,2.25,0.0,0.15,5,894
2.161,2.6,0.0,0.15,6,895
1.157,1.4,0.1944,0.5,3,896
1.157,1.333,0.0,0.2,3,897
1.295,1.0,0.0,0.0,3,898
2.922,2.143,0.0298,0.1607,8,899
1.357,2.0,0.0,0.0,4,900
2.171,1.833,0.0,0.2833,5,901
1.295,0.0,0.0,0.0,3,902
0.922,3.0,0.0,0.0,3,903
1.961,1.5,0.0,0.0,5,904
3.322,2.667,0.2143,0.5893,10,905
0.469,2.0,0.0,0.0,2,906
0.922,1.0,0.0,0.0,3,907
2.322,2.2,0.0833,0.25,6,908
1.357,2.0,0.0,0.0,4,909
0.469,1.25,0.0,0.5,2,910
2.722,1.857,0.0476,0.1984,7,911
1.771,1.833,0.0,0.0,5,912
3.122,2.167,0.1056,0.1667,9,913
0.922,1.5,0.0,0.0,3,914
0.469,1.0,0.0,0.0,2,915
0.922,1.8,0.0,0.4,3,916
2.522,1.6,0.0278,0.3333,7,917
1.571,2.0,0.0,0.0,4,918
0.469,1.0,0.0,0.1667,2,919
2.322,1.444,0.0741,0.0,6,920
1.357,1.5,0.1667,0.0,4,921
0.922,2.0,0.0,0.3333,3,922
2.171,2.5,0.0,0.1667,5,923
2.446,2.0,0.0,0.1333,6,924
2.646,1.4,0.0,0.1,7,925
2.171,1.571,0.2143,0.1429,5,926
2.522,2.0,0.0267,0.3611,7,927
2.922,1.6,0.0,0.0,8,928
0.469,1.0,0.1667,0.5,2,929
1.961,2.333,0.0,0.0,5,930
0.922,1.667,0.1845,0.1339,3,931
1.722,1.5,0.0,0.0833,4,932
2.522,2.0,0.0,0.1667,7,933
2.161,1.667,0.1667,0.0,6,934
3.122,2.667,0.0394,0.4973,9,935
2.122,2.0,0.0,0.0,5,936
2.322,2.0,0.0667,0.1,6,937
1.357,2.222,0.1786,0.1071,4,938
1.157,0.0,0.0,0.0,3,939
2.522,2.5,0.0,0.0,7,940
2.171,1.5,0.0,0.0,5,941
2.522,2.25,0.1597,0.244,7,942
2.846,2.25,0.0727,0.2273,8,943
0.922,1.0,0.0,0.0,3,944
1.357,1.6,0.1148,0.7593,4,945
0.0,0.0,0.0,0.0,1,946
1.771,1.333,0.0,0.0,5,947
2.722,2.333,0.0,0.1667,7,948
0.469,0.0,0.0,0.0,2,949
2.922,2.444,0.0235,0.2155,8,950
0.0,0.0,0.0,0.0,1,951
1.771,2.0,0.0,0.5238,5,952
2.846,2.5,0.2667,0.2185,8,953
2.161,1.75,0.0,0.125,6,954
1.846,2.0,0.0,0.0,4,955
2.446,1.5,0.1022,0.0778,6,956
0.0,0.0,0.0,0.0,1,957
2.646,1.857,0.0714,0.1508,7,958
2.046,1.5,0.05,0.175,5,959
1.961,1.333,0.0,0.0,5,960
2.171,1.0,0.0,0.0,5,961
1.771,2.0,0.0,0.0,5,962
1.361,1.0,0.0,0.0,3,963
2.371,1.714,0.0357,0.4107,6,964
3.122,2.727,0.0765,0.5848,9,965
3.122,2.667,0.1603,0.2292,9,966
2.046,1.5,0.0,0.1667,5,967
2.922,1.727,0.0273,0.2182,8,968
0.469,0.0,0.0,0.0,2,969
1.771,2.333,0.0,0.0,5,970
0.0,0.0,0.0,0.0,1,971
2.161,1.8,0.45,0.4,6,972
2.046,1.0,0.0,0.1667,5,973
1.485,1.0,0.0,0.0,3,974
1.157,2.0,0.0,0.0,3,975
1.357,2.375,0.1071,0.2857,4,976
0.922,1.0,0.0,0.0,3,977
0.0,0.0,0.0,0.0,1,978
0.0,0.0,0.0,0.0,1,979
2.122,2.0,0.0,0.0139,5,980
1.771,1.75,0.2778,0.0,5,981
2.522,3.0,0.05,0.175,7,982
0.0,0.0,0.0,0.0,1,983
3.322,2.167,0.096,0.2066,10,984
0.0,0.0,0.0,0.0,1,985
2.846,2.5,0.0759,0.25,8,986
0.922,1.167,0.1,0.55,3,987
2.846,2.125,0.0,0.246,8,988
1.357,1.5,0.0,0.0,4,989
1.961,2.0,0.0,0.5,5,990
2.046,2.2,0.0,0.2875,5,991
1.685,1.667,0.1667,0.25,4,992
2.646,1.857,0.0714,0.1451,7,993
0.922,1.5,0.0,0.5,3,994
0.0,0.0,0.0,0.0,1,995
1.295,0.0,0.0,0.0,3,996
1.571,3.0,0.0,0.0,4,997
2.522,2.0,0.0,0.2,7,998
1.357,1.667,0.0,0.45,4,999
