strategy_entropy,avg_branching_factor,planning_anchor_intensity,uncertainty_anchor_intensity,unique_paths,question_id
3.322,3.3,0.1023,0.1557,10,645
3.322,3.9,0.0809,0.0742,10,646
3.322,4.273,0.039,0.1124,10,647
3.322,2.5,0.0701,0.1278,10,648
3.322,3.222,0.0856,0.0938,10,649
3.322,3.312,0.0,0.1807,10,650
3.322,3.083,0.0385,0.0449,10,651
3.322,2.545,0.0382,0.4182,10,652
3.322,3.125,0.0556,0.2338,10,653
3.322,3.4,0.0975,0.1621,10,654
3.322,3.143,0.0,0.0238,10,655
3.322,3.4,0.0626,0.1471,10,656
3.122,3.917,0.0585,0.2308,9,657
3.122,3.625,0.0694,0.0799,9,658
3.322,3.6,0.0,0.1386,10,659
3.322,3.24,0.0803,0.0911,10,660
3.322,3.154,0.0165,0.2587,10,661
3.322,2.385,0.0935,0.2265,10,662
3.322,2.625,0.0167,0.0985,10,663
3.322,3.375,0.2679,0.125,10,664
3.322,3.571,0.0179,0.2679,10,665
3.322,4.625,0.0,0.0915,10,666
3.122,2.75,0.0556,0.0787,9,667
3.322,2.889,0.1389,0.1481,10,668
3.322,3.9,0.1341,0.1944,10,669
3.122,2.9,0.1545,0.14,9,670
3.122,3.5,0.0357,0.1518,9,671
3.322,2.5,0.0,0.1339,10,672
3.322,2.889,0.1944,0.0139,10,673
3.322,4.0,0.1343,0.0227,10,674
3.322,3.167,0.0,0.1778,10,675
3.322,3.636,0.0763,0.0827,10,676
3.322,2.889,0.0808,0.0759,10,677
3.122,3.333,0.1191,0.15,9,678
3.322,3.286,0.0952,0.3274,10,679
3.322,3.7,0.0,0.1806,10,680
3.322,3.583,0.0282,0.064,10,681
3.322,2.619,0.0257,0.1465,10,682
3.322,2.818,0.0269,0.0449,10,683
3.322,4.286,0.0509,0.0162,10,684
2.522,2.273,0.1247,0.1869,7,685
3.122,3.125,0.1786,0.2143,9,686
3.322,2.636,0.0951,0.1426,10,687
3.122,2.929,0.0664,0.1472,9,688
3.322,3.909,0.0274,0.1098,10,689
3.322,3.429,0.0,0.1845,10,690
3.322,3.273,0.0434,0.1315,10,691
3.322,3.6,0.1289,0.0684,10,692
3.322,2.786,0.0487,0.1149,10,693
3.322,3.643,0.0226,0.1403,10,694
3.322,2.5,0.1389,0.0194,10,695
3.122,3.385,0.0,0.1376,9,696
3.122,2.0,0.0,0.0944,9,697
3.322,3.308,0.1264,0.1122,10,698
2.846,3.429,0.031,0.2296,8,699
3.322,4.385,0.0598,0.117,10,700
3.322,3.444,0.0833,0.0,10,701
3.322,2.556,0.0,0.0,10,702
3.322,2.0,0.0,0.0,10,703
2.846,3.364,0.1341,0.4136,8,704
3.322,2.786,0.0487,0.4716,10,705
3.322,3.5,0.0263,0.0988,10,706
3.322,4.5,0.0357,0.0912,10,707
2.922,2.5,0.1131,0.2054,8,708
3.322,3.375,0.0521,0.0903,10,709
2.846,2.929,0.0456,0.2212,8,710
3.322,1.857,0.0,0.1905,10,711
3.322,3.9,0.0917,0.1463,10,712
3.322,3.0,0.1333,0.2333,10,713
3.322,3.588,0.0468,0.0988,10,714
3.322,3.8,0.0458,0.2682,10,715
3.322,4.455,0.0,0.0,10,716
3.122,2.333,0.214,0.0682,9,717
2.646,3.2,0.0583,0.1375,7,718
3.322,3.091,0.0461,0.1155,10,719
3.322,3.5,0.0394,0.1244,10,720
3.322,4.1,0.0727,0.2074,10,721
3.322,3.111,0.0556,0.2799,10,722
3.322,2.727,0.0342,0.0962,10,723
3.322,4.8,0.0758,0.0477,10,724
3.322,4.429,0.0683,0.0417,10,725
3.122,3.125,0.1426,0.1145,9,726
2.846,2.0,0.0,0.0833,8,727
3.322,2.875,0.0534,0.1438,10,728
3.322,3.231,0.0702,0.1709,10,729
3.322,3.125,0.1682,0.0863,10,730
3.322,3.583,0.0903,0.1035,10,731
2.846,2.9,0.0,0.1481,8,732
3.122,2.385,0.0459,0.1795,9,733
3.322,3.231,0.098,0.134,10,734
3.122,3.714,0.119,0.131,9,735
3.122,3.125,0.0,0.25,9,736
3.122,2.636,0.1225,0.0038,9,737
3.322,4.111,0.0,0.1227,10,738
3.322,2.933,0.0915,0.1486,10,739
3.322,3.5,0.0546,0.0747,10,740
3.122,3.0,0.1121,0.0318,9,741
3.322,3.0,0.0133,0.138,10,742
3.122,3.375,0.0,0.0417,9,743
3.122,2.714,0.1429,0.0595,9,744
3.322,3.077,0.0935,0.0559,10,745
3.322,3.0,0.0,0.0556,10,746
3.322,2.636,0.0,0.2621,10,747
3.322,4.833,0.176,0.0654,10,748
3.322,3.857,0.0179,0.2381,10,749
3.122,3.125,0.0,0.0556,9,750
3.122,3.375,0.0,0.1786,9,751
3.322,3.0,0.0631,0.1214,10,752
3.322,3.4,0.0616,0.1519,10,753
3.322,4.5,0.0737,0.097,10,754
3.122,3.091,0.1722,0.2,9,755
3.322,3.235,0.0009,0.2051,10,756
3.322,2.417,0.0152,0.1742,10,757
3.122,2.583,0.016,0.2949,9,758
3.122,3.5,0.0,0.2857,9,759
3.322,2.733,0.1159,0.1143,10,760
3.322,3.154,0.0417,0.0769,10,761
3.122,2.857,0.0,0.2321,9,762
3.322,3.529,0.0326,0.14,10,763
2.846,2.5,0.0333,0.119,8,764
3.322,3.25,0.0624,0.2543,10,765
3.322,2.556,0.0694,0.0972,10,766
3.322,3.5,0.0186,0.1492,10,767
3.322,3.667,0.0947,0.2222,10,768
3.322,3.0,0.0739,0.4933,10,769
3.122,3.75,0.0,0.125,9,770
3.322,3.091,0.0303,0.3788,10,771
3.322,2.909,0.0336,0.3962,10,772
2.646,2.8,0.1,0.225,7,773
3.322,3.8,0.0597,0.1402,10,774
3.322,3.083,0.1496,0.1061,10,775
3.122,2.857,0.0,0.5635,9,776
3.322,4.0,0.0871,0.0951,10,777
3.322,3.789,0.0414,0.1153,10,778
3.322,3.0,0.0545,0.1164,10,779
3.322,3.067,0.0271,0.099,10,780
3.322,2.462,0.0733,0.1864,10,781
3.322,3.5,0.0,0.0833,10,782
3.322,3.389,0.0366,0.1721,10,783
3.322,3.643,0.0135,0.3762,10,784
3.322,4.25,0.0952,0.1964,10,785
1.771,2.667,0.0167,0.0,5,786
3.322,3.167,0.0758,0.1717,10,787
3.322,3.667,0.0,0.1111,10,788
3.322,4.875,0.1057,0.0625,10,789
3.322,3.429,0.0476,0.0238,10,790
3.122,4.0,0.1674,0.1741,9,791
3.322,3.111,0.0,0.4167,10,792
3.122,3.167,0.1389,0.2671,9,793
3.322,3.583,0.0095,0.057,10,794
3.122,3.4,0.0875,0.1773,9,795
3.322,4.571,0.0,0.3889,10,796
2.322,2.714,0.127,0.0595,6,797
3.322,3.5,0.0179,0.3013,10,798
3.122,3.0,0.0273,0.0924,9,799
2.846,3.5,0.2034,0.0109,8,800
3.322,3.7,0.1074,0.0444,10,801
3.322,3.481,0.0371,0.0952,10,802
3.322,2.455,0.1091,0.0879,10,803
3.322,2.5,0.0,0.1429,10,804
3.322,3.083,0.1035,0.4091,10,805
3.322,4.091,0.0936,0.1608,10,806
3.322,4.333,0.0101,0.0884,10,807
3.322,4.9,0.054,0.1167,10,808
3.322,3.286,0.0,0.1619,10,809
3.322,2.667,0.1,0.1667,10,810
3.322,3.933,0.0247,0.1647,10,811
2.922,2.5,0.0,0.0,8,812
3.122,2.818,0.0192,0.0763,9,813
3.322,3.2,0.0919,0.1232,10,814
3.322,2.667,0.0342,0.2579,10,815
3.322,2.778,0.1006,0.0704,10,816
3.122,2.375,0.037,0.0,9,817
2.646,2.833,0.0167,0.0833,7,818
3.322,3.5,0.1111,0.0625,10,819
2.646,2.625,0.0625,0.2679,7,820
1.771,2.333,0.0,0.1667,5,821
2.522,3.0,0.1667,0.619,7,822
2.846,2.75,0.0238,0.1607,8,823
2.922,2.2,0.0,0.0,8,824
3.322,3.211,0.0116,0.3567,10,825
3.322,3.222,0.0278,0.0799,10,826
3.322,3.846,0.0075,0.1251,10,827
3.122,3.0,0.0778,0.0148,9,828
3.322,3.857,0.0899,0.119,10,829
3.322,4.067,0.0564,0.2741,10,830
3.322,3.294,0.0764,0.0586,10,831
3.322,3.231,0.0739,0.1396,10,832
3.122,3.417,0.0275,0.1676,9,833
3.322,4.0,0.0,0.2202,10,834
3.322,2.467,0.0167,0.2847,10,835
3.322,3.071,0.0449,0.1813,10,836
3.322,3.8,0.0,0.1221,10,837
3.122,3.667,0.1292,0.0486,9,838
2.522,3.625,0.131,0.119,7,839
3.122,2.909,0.0871,0.0652,9,840
3.122,3.25,0.0995,0.3681,9,841
3.322,2.769,0.0164,0.0705,10,842
2.046,2.857,0.1607,0.0,5,843
3.322,3.286,0.0176,0.2784,10,844
3.322,2.6,0.0494,0.1085,10,845
3.322,4.0,0.0,0.1741,10,846
3.122,2.714,0.0483,0.1142,9,847
3.122,2.833,0.0,0.1,9,848
3.122,3.2,0.1519,0.2944,9,849
3.322,2.9,0.1148,0.037,10,850
2.161,3.0,0.0741,0.0861,6,851
3.122,2.909,0.0091,0.1955,9,852
3.322,3.214,0.0022,0.1135,10,853
3.322,2.857,0.0833,0.369,10,854
3.322,3.4,0.0549,0.0901,10,855
3.122,3.571,0.0,0.1409,9,856
3.122,3.2,0.2,0.2167,9,857
2.446,1.5,0.0,0.0,6,858
3.322,3.429,0.1964,0.0714,10,859
3.322,3.2,0.0667,0.0852,10,860
3.122,3.333,0.0938,0.0417,9,861
3.322,3.846,0.0482,0.0637,10,862
3.322,3.692,0.0553,0.1277,10,863
3.122,3.375,0.1473,0.1101,9,864
3.122,3.071,0.0504,0.0797,9,865
3.322,2.875,0.0167,0.0639,10,866
3.322,3.3,0.0736,0.0741,10,867
2.922,3.0,0.0,0.0,8,868
3.322,3.2,0.1218,0.212,10,869
3.322,3.667,0.0926,0.1093,10,870
3.322,3.3,0.0247,0.1139,10,871
3.322,3.467,0.0679,0.0635,10,872
2.846,2.875,0.2143,0.1518,8,873
3.322,3.0,0.0417,0.0968,10,874
3.122,3.2,0.0,0.2694,9,875
3.322,3.625,0.049,0.1361,10,876
3.322,2.923,0.057,0.1601,10,877
3.322,3.364,0.0,0.0881,10,878
2.922,2.571,0.0,0.1027,8,879
3.322,2.9,0.1407,0.2444,10,880
3.322,2.938,0.0056,0.2674,10,881
3.322,3.737,0.0504,0.1245,10,882
3.322,2.75,0.0104,0.0777,10,883
2.846,3.5,0.0238,0.0298,8,884
3.322,1.9,0.0,0.1667,10,885
3.322,2.778,0.0,0.1262,10,886
3.122,3.25,0.0238,0.0804,9,887
2.846,2.875,0.0089,0.2589,8,888
3.122,3.333,0.0556,0.0567,9,889
3.322,3.625,0.0893,0.1429,10,890
3.322,3.9,0.1015,0.1795,10,891
3.322,2.917,0.0,0.1386,10,892
3.322,2.833,0.0806,0.1446,10,893
3.322,3.0,0.018,0.1384,10,894
3.322,3.182,0.0,0.0941,10,895
2.161,3.0,0.127,0.3452,6,896
3.122,3.286,0.0119,0.1429,9,897
3.322,3.0,0.0,0.2639,10,898
3.322,3.222,0.0613,0.1539,10,899
3.122,1.8,0.0,0.15,9,900
3.322,4.333,0.0126,0.037,10,901
3.322,3.0,0.0317,0.1382,10,902
3.322,3.429,0.0565,0.0863,10,903
3.122,4.0,0.0,0.2976,9,904
3.322,5.4,0.0543,0.0785,10,905
2.122,1.75,0.0,0.0,5,906
2.846,2.857,0.0,0.0536,8,907
2.922,3.5,0.1,0.0472,8,908
3.322,3.75,0.0596,0.1648,10,909
3.322,3.2,0.3333,0.1667,10,910
2.646,2.714,0.1071,0.2024,7,911
2.846,3.625,0.0818,0.1505,8,912
3.322,3.2,0.0809,0.0766,10,913
3.322,2.6,0.0852,0.0,10,914
3.122,3.0,0.0278,0.1597,9,915
3.322,2.938,0.0151,0.1137,10,916
3.322,2.75,0.0341,0.0661,10,917
3.322,2.667,0.0697,0.0606,10,918
3.122,3.083,0.0568,0.6275,9,919
3.122,3.0,0.0625,0.0701,9,920
3.322,3.625,0.0417,0.0417,10,921
3.122,2.833,0.0,0.1333,9,922
3.322,2.778,0.0182,0.0655,10,923
3.322,3.636,0.0,0.1685,10,924
3.322,3.364,0.1098,0.2712,10,925
3.322,3.444,0.0183,0.0702,10,926
3.122,3.0,0.0489,0.2182,9,927
3.322,3.611,0.0331,0.2354,10,928
3.322,4.133,0.0331,0.0648,10,929
3.322,2.625,0.0283,0.1454,10,930
3.322,3.188,0.0646,0.1328,10,931
3.322,3.143,0.0238,0.131,10,932
2.922,2.8,0.0667,0.0,8,933
3.322,3.667,0.2753,0.0492,10,934
3.322,3.158,0.0441,0.1266,10,935
3.322,3.455,0.051,0.2265,10,936
3.322,4.1,0.1068,0.2909,10,937
2.846,3.333,0.1651,0.2407,8,938
2.522,2.778,0.0017,0.2274,7,939
3.322,3.727,0.0216,0.1,10,940
3.322,4.0,0.0536,0.005,10,941
3.322,3.786,0.0622,0.0493,10,942
3.322,3.222,0.0,0.2333,10,943
3.122,3.455,0.0139,0.0619,9,944
3.322,3.938,0.0643,0.4772,10,945
3.322,2.833,0.0955,0.221,10,946
2.522,3.111,0.1204,0.0475,7,947
3.322,3.714,0.2857,0.4405,10,948
3.322,2.273,0.0552,0.0348,10,949
3.322,3.087,0.0441,0.1674,10,950
3.322,2.667,0.0032,0.0369,10,951
3.322,3.6,0.0683,0.0889,10,952
3.322,3.765,0.0637,0.1128,10,953
3.322,3.636,0.05,0.047,10,954
3.122,3.222,0.0243,0.2153,9,955
3.322,3.0,0.0304,0.2099,10,956
3.322,3.375,0.0,0.1786,10,957
3.322,2.75,0.1402,0.1959,10,958
3.322,3.5,0.0322,0.1764,10,959
3.322,2.375,0.0446,0.1533,10,960
3.322,3.1,0.0,0.138,10,961
3.322,3.0,0.062,0.3148,10,962
3.322,2.571,0.0793,0.1475,10,963
3.122,3.111,0.0185,0.1944,9,964
3.322,4.5,0.1088,0.0189,10,965
3.322,3.818,0.1023,0.0511,10,966
3.322,3.5,0.0201,0.1235,10,967
3.322,3.222,0.0833,0.2569,10,968
3.122,2.273,0.0318,0.1227,9,969
3.322,2.8,0.0,0.0,10,970
2.846,2.385,0.3194,0.0662,8,971
3.322,4.667,0.0102,0.0866,10,972
3.322,2.765,0.0172,0.2307,10,973
3.322,3.4,0.0566,0.1293,10,974
3.322,3.4,0.0,0.225,10,975
3.322,3.4,0.1372,0.0694,10,976
3.322,3.2,0.137,0.0528,10,977
3.322,3.714,0.0,0.1262,10,978
3.122,2.538,0.012,0.1489,9,979
3.322,2.909,0.0545,0.199,10,980
2.846,2.7,0.1167,0.0792,8,981
2.161,3.0,0.1966,0.1282,6,982
1.771,3.4,0.0,0.2375,5,983
3.322,4.077,0.0742,0.2072,10,984
2.922,2.6,0.15,0.025,8,985
3.322,4.778,0.113,0.062,10,986
3.322,3.889,0.0678,0.0361,10,987
3.322,2.5,0.0938,0.161,10,988
3.322,3.0,0.0,0.0536,10,989
3.322,3.5,0.0872,0.0775,10,990
3.322,2.364,0.0,0.1061,10,991
3.322,3.692,0.0372,0.0729,10,992
3.322,2.842,0.0617,0.0954,10,993
3.322,4.111,0.0316,0.1574,10,994
3.322,3.2,0.0497,0.0162,10,995
3.322,3.037,0.0507,0.179,10,996
3.322,2.444,0.0,0.3843,10,997
3.122,3.429,0.0238,0.2262,9,998
3.322,3.429,0.0,0.0989,10,999
